SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name,season_type,TEAM_ABBREVIATION,TEAM_ID
22005,949,20501216,"APR 18, 2006",SAC vs. SEA,W,30,6,15,0.4,0,1,0.0,1,2,0.5,2,2,4,2,1,0,2,2,13,7,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501202,"APR 16, 2006",SAC vs. NOK,W,22,3,8,0.375,0,1,0.0,2,2,1.0,0,2,2,2,3,1,0,2,8,4,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501192,"APR 15, 2006",SAC @ DEN,W,27,6,9,0.667,0,0,0.0,2,2,1.0,3,4,7,3,1,1,1,2,14,14,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501160,"APR 11, 2006",SAC vs. PHX,L,25,6,7,0.857,0,0,0.0,4,5,0.8,1,2,3,1,1,1,3,2,16,2,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501146,"APR 09, 2006",SAC vs. HOU,W,24,1,5,0.2,0,0,0.0,1,4,0.25,2,3,5,0,0,0,1,2,3,11,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501131,"APR 07, 2006",SAC @ LAC,W,23,2,6,0.333,0,0,0.0,2,4,0.5,2,1,3,2,1,0,0,0,6,-2,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501115,"APR 05, 2006",SAC @ SAS,W,24,8,15,0.533,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,4,16,-1,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501104,"APR 04, 2006",SAC @ DAL,L,18,2,5,0.4,0,0,0.0,0,0,0.0,0,0,0,1,2,1,1,6,4,-10,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501093,"APR 02, 2006",SAC vs. LAC,W,28,8,10,0.8,0,0,0.0,2,4,0.5,3,1,4,0,0,0,2,3,18,7,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501077,"MAR 31, 2006",SAC @ GSW,W,20,3,8,0.375,0,0,0.0,3,6,0.5,0,4,4,1,1,1,1,2,9,5,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501063,"MAR 29, 2006",SAC @ POR,W,26,8,11,0.727,0,0,0.0,5,6,0.833,3,3,6,4,1,0,0,5,21,23,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501052,"MAR 28, 2006",SAC vs. WAS,L,23,4,7,0.571,0,0,0.0,0,0,0.0,1,4,5,0,0,1,3,2,8,-5,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501040,"MAR 26, 2006",SAC vs. GSW,L,28,8,12,0.667,0,1,0.0,8,9,0.889,2,7,9,2,0,0,0,4,24,11,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501029,"MAR 25, 2006",SAC @ UTA,W,13,1,4,0.25,0,0,0.0,2,2,1.0,0,2,2,0,0,0,0,4,4,-5,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
22005,949,20501010,"MAR 22, 2006",SAC @ LAL,L,21,6,8,0.75,0,0,0.0,2,2,1.0,2,3,5,2,0,1,1,4,14,13,0,949,Shareef Abdur-Rahim,Regular Season,SAC,1610612758
